series_id,series_name,quarters_seen,quarters_near_ceiling,quarters_below_90pct,max_on_loan_pct_nav,min_coverage
S000043966,WisdomTree Floating Rate Treasury Fund,1,0,0,5.839925525042645e-05,1.0213940978812097
S000053581,Victory RS Small Cap Growth Fund,4,0,0,0.059288851718085546,1.0228569968119605
S000054641,U.S. Global GO GOLD and Precious Metal Miners ETF,4,0,0,0.17116379778557209,0.9649942676962432
S000064611,Invesco Gold & Special Minerals Fund,3,0,0,0.010090808337613449,1.0225992774423824
S000075506,iShares Emergent Food and AgTech Multisector ETF,1,0,0,0.011982504973265945,1.0630988143456581
S000003055,Invesco Large Cap Value ETF,1,0,0,0.0013547540623205015,1.0223651397901241
S000003722,Technology Fund,2,0,0,0.0071737711233130046,0.9909644211456179
S000016768,Schwab Fundamental International Equity Index Fund,4,0,0,0.006974965202927847,1.0378297089981876
S000030984,GuidePath Absolute Return Allocation Fund,4,0,0,0.22745093960413082,1.013021671535396
S000046037,State Street Target Retirement 2030 Fund,3,0,0,0.03528553874466492,1.012038392347805
S000048952,PIMCO RAE Emerging Markets Fund,4,0,0,0.007817717889215025,1.1432117703390325
S000075060,Sprott Uranium Miners ETF,4,0,0,0.07707854781575367,0.9718146658290667
S000049082,AB Global Risk Allocation-Moderate Portfolio,2,0,0,0.01280540775395319,1.056994244147745
S000059700,SPDR S&P Kensho Intelligent Structures ETF,4,0,0,0.09677924358957622,1.005169091415081
S000075383,Avantis Responsible U.S. Equity ETF,4,0,0,0.0020100103462220784,1.0194522592792248
S000083425,Avantis Emerging Markets ex-China Equity ETF,4,0,0,0.019291439407081806,1.0376069359709312
S000003668,MassMutual Small Cap Growth Equity Fund,4,0,0,0.2233643490872398,1.018184511829557
S000007329,Franklin Income VIP Fund,2,0,0,0.0028093110789468383,1.0247742985209802
S000007898,Transamerica BlackRock Real Estate Securities VP,4,0,0,0.04005038226450444,1.0502516415108987
S000071696,Janus Henderson U.S. Real Estate ETF,4,0,0,0.08454448279475968,1.0209003215434083
S000075959,Carillon Chartwell Real Income Fund,4,0,0,0.03451182921365198,1.000151996924364
S000082930,Janus Henderson Securitized Income ETF,2,0,0,0.0009651820036536583,1.0203844030044376
S000005706,DWS Core Equity Fund,4,0,0,0.008641415280673132,0.993118287582089
S000006216,Hotchkis and Wiley Value Opportunities Fund,2,0,0,0.050680057710647354,1.020159875219341
S000012972,Federated Hermes MDT Small Cap Core Fund,4,0,0,0.03276836871805035,1.0280876410922364
S000030361,Invesco KBW High Dividend Yield Financial ETF,4,0,0,0.3001573044073056,1.027054607769936
S000045911,1290 High Yield Bond Fund,4,0,0,0.08439308887216317,1.0207277396790206
S000060791,Invesco S&P 500 Pure Growth ETF,3,0,0,0.07410242593547234,1.02040997221067
S000062244,Innovator Deepwater Frontier Tech ETF,4,0,0,0.12577503707992815,0.955985797391553
S000075205,iShares U.S. Long Government Bond Index Fund,4,0,0,0.08260446127711353,1.0422464743811644
S000080479,T. Rowe Price Hedged Equity Fund,2,0,0,0.0009369971081528061,1.0125110576275027
S000004431,iShares U.S. Consumer Staples ETF,3,0,0,0.004476114735576729,0.9408813973785198
S000004627,PGIM Quant Solutions Large-Cap Index Fund,2,0,0,0.008401380050269854,0.9240842410021306
S000006755,Franklin Growth Fund,2,0,0,0.00013697596933571576,1.019131557947999
S000007852,Kinetics Global Portfolio,4,0,0,0.0201061245893202,0.9364103736778928
S000012813,Hood River Small-Cap Growth Fund,4,0,0,0.2230650485228531,0.9582741605130222
S000026635,Schwab U.S. Mid-Cap ETF,4,0,0,0.004916702516865473,1.021936640922857
S000042854,2045 Lifetime Blend Portfolio,4,0,0,0.024627178721895928,1.0204913650852527
S000053255,2060 Lifetime Blend Portfolio,1,0,0,0.031137585522045066,1.0245138332072843
S000064608,Invesco Russell 2000 Dynamic Multifactor ETF,4,0,0,0.3261899885720232,1.0032368908568543
S000073660,Hood River International Opportunity Fund,4,0,0,0.13669650507574369,0.9284272413668482
S000003759,Basic Materials Fund,2,0,0,0.009989285140179422,0.9981482006978007
S000004339,iShares Core S&P U.S. Value ETF,4,0,0,0.004572732161612843,1.0103515591273688
S000004353,iShares U.S. Digital Infrastructure and Real Estate ETF,4,0,0,0.06610259318816679,0.9609001430785977
S000004394,SMALL COMPANY GROWTH PORTFOLIO,4,0,0,0.003981386585505772,0.9877878107278479
S000005131,Fidelity Advisor Limited Term Bond Fund,4,0,0,0.004939066972433469,1.0371878701461403
S000007277,Lord Abbett Core Fixed Income Fund,4,0,0,0.0022835058758805494,1.0207488146973018
S000029441,Global X Lithium and Battery Tech ETF,3,0,0,0.08551699806068414,1.0436602181359043
S000033062,SPDR SSGA Global Allocation ETF,4,0,0,0.14084139429465592,1.0077946939405331
S000068129,JNL Moderate Growth ETF Allocation Fund,4,0,0,0.13087454251251399,0.9467267160510224
S000001130,AMG River Road Small Cap Value Fund,4,0,0,0.09445122662273947,1.0001448470053043
S000003155,DIAMOND HILL LARGE CAP FUND,4,0,0,0.026350281283749166,1.004908195557077
S000003610,THE HARTFORD DIVIDEND AND GROWTH FUND,4,0,0,0.012322870986682841,1.0043549563873089
S000005084,College Retirement Equities Fund - Core Bond Account,4,0,0,0.009097378443875183,1.0275521801000556
S000046094,Multisector Income Fund,4,0,0,0.03572583177236058,1.010267273649376
S000066460,Avantis U.S. Equity Fund,4,0,0,0.0048342258550739085,1.0255714445323467
S000075149,Dimensional Emerging Markets Core Equity 2 ETF,4,0,0,0.08854784940724773,1.0536091910963616
S000075151,Dimensional US Small Cap Value ETF,4,0,0,0.08209645946562007,1.0282756453237263
S000000374,BNY Mellon Asset Allocation Fund,4,0,0,0.010049635125859952,1.025503344527278
S000006973,SPDR(R) Portfolio S&P 1500 Composite Stock Market ETF,4,0,0,0.019476860684574115,1.0157551336740638
S000013684,Templeton Emerging Markets Small Cap Fund,4,0,0,0.011949899019939921,1.0353603150635555
S000017690,Fidelity High Income Fund,4,0,0,0.11973961371673436,1.0431772109029418
S000033636,Fidelity Global ex U.S. Index Fund,4,0,0,0.006792383505922712,1.043174373997088
S000042725,Lord Abbett Emerging Markets Corporate Debt Fund,2,0,0,0.012522395207157996,1.024153997690856
S000004432,iShares Morningstar Mid-Cap Value ETF,4,0,0,0.01390480175158741,0.9656199929853706
S000016688,High Yield Strategy Fund,1,0,0,0.012427826845327661,1.0167389956602604
S000026638,Schwab International Small-Cap Equity ETF,4,0,0,0.02795151118873913,1.0615604952836377
S000042074,WAVELENGTH FUND,4,0,0,0.31030763349258134,1.0212189081723408
S000052999,Protective Life Dynamic Allocation Series - Moderate Portfolio,4,0,0,0.020550599233447552,1.0205024011821204
S000081805,Fidelity Enhanced Large Cap Growth ETF,2,0,0,0.005986854191160841,0.9982593026107818
S000084701,Optimize Strategy Index ETF,4,0,0,0.22106764461231984,0.9794649954135344
S000003873,Putnam VT Large Cap Growth Fund,4,0,0,0.014396315503472517,1.0181413437267883
S000004371,iShares Morningstar Mid-Cap ETF,4,0,0,0.019865826158159045,0.949385693005519
S000023374,MFS New Discovery Value Portfolio,4,0,0,0.015621622799384182,0.9377305019604798
S000036830,iShares Morningstar Multi-Asset Income ETF,4,0,0,0.2855396021814634,1.0215402571372691
S000052903,T. Rowe Price Integrated Global Equity Fund,4,0,0,0.0326318552475811,1.0349529289250567
S000059909,BlackRock International Index V.I. Fund,4,0,0,0.011841548421045792,1.0142652008726611
S000072321,Roundhill Ball Metaverse ETF,4,0,0,0.0834021033829915,0.9429403354593969
S000075964,Carillon Chartwell Small Cap Value Fund,1,0,0,0.004873371914113051,1.066414686825054
S000079412,Voya VACS Index Series I Portfolio,4,0,0,0.030574076114987102,1.0675899909794295
S000080512,Kensington Defender Fund,4,0,0,0.2299477453347057,0.9900042417737461
S000002487,UBS U.S. Allocation Fund,4,0,0,0.05487593538806075,0.9922988333996651
S000007850,Neuberger Berman Mid Cap Growth Fund,3,0,0,0.02242972235095922,1.0272855522990822
S000044070,ALPS Emerging Sector Dividend Dogs ETF,4,0,0,0.17325567141668083,1.0507773089478236
S000058154,Main Sector Rotation ETF,4,0,0,0.2249517297487651,1.0101579152905928
S000084183,Eaton Vance Short Duration Income ETF,4,0,0,0.09189817658916341,1.0215304194666746
S000007912,Transamerica Morgan Stanley Capital Growth VP,4,0,0,0.11467086356378285,0.981092328611914
S000062650,EQ/Goldman Sachs Mid Cap Value Portfolio,4,0,0,0.02249078596322461,1.0215454620736835
S000077390,Growth Equity Index Fund,4,0,0,0.01387496938903767,0.9480825902049612
S000083413,Eaton Vance Total Return Bond ETF,4,0,0,0.03405604663037896,1.0227973724574595
S000087688,ProShares Russell 2000 High Income ETF,4,0,0,0.02558600207803118,1.0378864560874272
S000005151,Calvert Core Bond Fund,4,0,0,0.03234513354160246,1.0191764908776966
S000006975,SPDR(R) Global Dow ETF,4,0,0,0.060480510265305355,1.0446993610548547
S000006383,Small Cap Equity Portfolio,4,0,0,0.06426330031105562,1.0099084161300667
S000021672,ALPS REIT Dividend Dogs ETF,4,0,0,0.09777891397254554,1.0152963406901752
S000026786,NYLI Epoch Global Equity Yield Fund,4,0,0,0.01200761967501282,1.021174868483126
S000039296,VIP Emerging Markets Portfolio,4,0,0,0.015615801747050477,1.0041892557910301
S000046275,ProShares MSCI Europe Dividend Growers ETF,3,0,0,0.02281972027909601,1.0502472534533662
S000064823,Pacer Trendpilot International ETF,3,0,0,0.013095685023066914,1.0082851803928794
S000083818,ProShares Nasdaq-100 High Income ETF,3,0,0,0.0026644395976825556,1.0203437390389336
S000004305,iShares Global Tech ETF,4,0,0,0.0031823531850982125,1.0075874248092989
S000005786,VANGUARD EMERGING MARKETS STOCK INDEX FUND,4,0,0,0.02573401198922927,1.1002016804297818
S000006185,GuideMark Small/Mid Cap Core Fund,4,0,0,0.05587987873210284,0.992377386129447
S000006392,SPDR(R) EURO STOXX 50(R) ETF,4,0,0,0.019986106451881504,1.0435103863937796
S000012914,Victory Small Cap Stock Fund,4,0,0,0.03298260304777491,1.0294558276432626
S000022024,BlackRock LifePath Dynamic 2050 Fund,4,0,0,0.13067200271463655,0.9914594060399682
S000060789,Invesco S&P 500 Equal Weight Technology ETF,4,0,0,0.04241574728951849,1.0203312530387383
S000062277,Pacer Lunt Large Cap Alternator ETF,3,0,0,0.1294845410258703,1.002430336369621
S000073678,Innovator S&P Investment Grade Preferred ETF,4,0,0,0.06950098257503251,1.0037937230381269
S000002878,BlackRock Advantage Large Cap Value V.I. Fund,4,0,0,0.019421913619383013,1.0112558562419547
S000004433,iShares Morningstar Small-Cap ETF,4,0,0,0.10601562308337097,1.0050885276448818
S000005441,Fidelity Advisor International Capital Appreciation Fund,4,0,0,0.008861910031106203,0.980891681104228
S000005629,VOYA LIMITED MATURITY BOND PORTFOLIO,4,0,0,0.053572251741192414,1.0289964864539847
S000009414,iShares U.S. Oil & Gas Exploration & Production ETF,4,0,0,0.030332862818263744,1.0390311778593715
S000010705,JNL/Franklin Templeton Income Fund,4,0,0,,
S000026036,PD Large-Cap Value Index Portfolio,4,0,0,0.008055819445905131,1.020755187663556
S000027817,Invesco Equally-Weighted S&P 500 Fund,4,0,0,0.04116700648020064,1.021317383726474
S000048294,Goldman Sachs ActiveBeta(R) Japan Equity ETF,4,0,0,0.03036984070578728,1.0498351127280119
S000066380,Nationwide BNY Mellon Dynamic U.S. Equity Income Fund,4,0,0,0.05330560396784369,1.0136912333689125
S000068839,NYLI Growth ETF Allocation Fund,4,0,0,0.16288298583679206,1.0245901639344261
S000001160,SMALL CAP EQUITY FUND,4,0,0,0.26708812568094964,0.9891554009106956
S000002980,UBS International Sustainable Equity Fund,4,0,0,0.11167541773313588,1.0485378899154019
S000005001,Nationwide Investor Destinations Aggressive Fund,4,0,0,0.10120694963677794,1.021407379614845
S000009045,1290 VT Socially Responsible Portfolio,4,0,0,0.0029727062216431373,1.020712135308042
S000031537,Eaton Vance Focused Growth Opportunities Fund,4,0,0,0.048750376270986204,1.0055887027024768
S000033567,Omni Small-Cap Value Fund,4,0,0,0.14616990382998477,1.007437369853851
S000066461,Avantis U.S. Small Cap Value Fund,4,0,0,0.027407873743736304,1.023295322355784
S000005093,Nuveen Life Small Cap Equity Fund,4,0,0,0.022537989471717867,0.9860448212286853
S000006602,Emerging Markets Fund,4,0,0,0.02392615557304831,1.0350200934559945
S000025015,Transamerica BlackRock iShares Tactical - Conservative VP,4,0,0,0.2572066213049013,1.0035037729333514
S000000948,U.S. MICRO CAP PORTFOLIO,4,0,0,0.0816812821748061,0.9897424232066906
S000056355,Fidelity Flex International Index Fund,4,0,0,0.011200851573397173,1.0697955211324772
S000056509,Global X U.S. Infrastructure Development ETF,3,0,0,0.0023005791480133846,1.0236402966625464
S000060056,Xtrackers Emerging Markets Carbon Reduction and Climate Improvers ETF,4,0,0,0.0001274992330569642,1.0297482837528604
S000061213,First Trust Indxx Innovative Transaction & Process ETF,4,0,0,0.051646845603524366,1.0001444996670412
S000004321,iShares U.S. Energy ETF,1,0,0,0.007135503053769901,1.0549181805602028
S000006186,GuideMark World ex-US Fund,4,0,0,0.04178738009428499,0.9942202271252768
S000008399,BlackRock Advantage International Fund,4,0,0,0.00018874492627169438,1.0231369084769548
S000032044,DWS RREEF Global Real Estate Securities Fund,4,0,0,0.02614105598609307,1.0388603676555261
S000037634,Cambria Shareholder Yield ETF,3,0,0,0.012293873454066262,0.9813726715839478
S000065015,iShares Cybersecurity and Tech ETF,4,0,0,0.11284595021975778,1.0033581345173463
S000075798,ALPS | OShares U.S. Small-Cap Quality Dividend ETF,3,0,0,0.04623229281587313,1.0086370504215052
S000003857,JPMorgan Large Cap Value Fund,4,0,0,0.009334118287522257,1.0205551380852578
S000004337,iShares JPX-Nikkei 400 ETF,4,0,0,0.0020832837820713504,1.0531064937248193
S000018499,BlackRock Event Driven Equity Fund,4,0,0,0.060072757968925555,0.995078959754338
S000019978,Core Bond Fund,3,0,0,0.01545102866488718,1.0148068394538121
S000031505,TOPS Growth ETF Portfolio,4,0,0,0.056927945702353835,1.0204844513244038
S000046874,JPMorgan Diversified Return U.S. Equity ETF,4,0,0,0.020124588889012706,1.0206548011426062
S000056363,Fidelity Flex 500 Index Fund,2,0,0,0.0010335056715186375,1.0272116032969185
S000060784,Invesco Total Return Bond ETF,3,0,0,0.0795190469446384,1.0273369786913757
S000063522,Nuveen Green Bond Fund,3,0,0,0.010281303394164547,1.0276145269155061
S000074294,Invesco ESG S&P 500 Equal Weight ETF,4,0,0,0.13721841747223706,1.0208428879857598
S000089870,Grayscale Bitcoin Miners ETF,4,0,0,0.16826771224557172,0.9909993410757815
S000010413,AB International Value Fund,4,0,0,0.09073822899220653,1.0526329836821569
S000024921,ProShares UltraPro Russell2000,4,0,0,0.015973483268911935,1.0305670492267527
S000054231,NYLI Candriam International Equity ETF,4,0,0,0.030480141491279044,1.0574331351676476
S000054232,NYLI Candriam U.S. Large Cap Equity ETF,4,0,0,0.024094982719920832,0.9886392273284746
S000068837,NYLI Equity ETF Allocation Fund,4,0,0,0.11221383910944205,1.0204435208512754
S000021746,Transamerica Goldman Sachs Managed Risk - Balanced ETF VP,4,0,0,0.1313538386046099,1.016820511899467
S000033843,WisdomTree Emerging Markets Corporate Bond Fund,4,0,0,0.05123375563281368,1.0296128610067021
S000003216,HARTFORD CAPITAL APPRECIATION HLS FUND,2,0,0,0.006856825534929579,0.9897886516107469
S000005080,College Retirement Equities Fund - Stock Account,4,0,0,0.011907576695249117,1.0060621061836246
S000009865,AMG Veritas Asia Pacific Fund,4,0,0,0.021250773702040524,1.0434760067507562
S000035446,Neuberger Berman Long Short Fund,4,0,0,0.014694357804428031,1.0085862524796678
S000022933,First Trust Global Wind Energy ETF,4,0,0,0.11473772409645198,1.0127963790154415
S000033683,Transamerica Emerging Markets Debt,4,0,0,0.03879690256193812,1.0196338004587258
S000042623,Fidelity Advisor Series Growth Opportunities Fund,4,0,0,0.006313055475932141,0.9927744894121558
S000073837,iShares ESG Optimized MSCI USA Min Vol Factor ETF,1,0,0,0.09163125084281748,1.0304568538884267
S000074569,iShares U.S. Thematic Rotation Active ETF,4,0,0,0.002647487139052474,0.9922014109280524
S000075962,Carillon Chartwell Short Duration High Yield Fund,2,0,0,0.0011081913882791876,1.0190859751266035
S000002175,"BlackRock Balanced Fund, Inc.",4,0,0,0.0013701660228106682,0.9786162031399407
S000004946,Villere Balanced Fund,4,0,0,0.1241909766522635,1.0141695573171556
S000006068,Fidelity Mid Cap Value Fund,4,0,0,0.050778386227748155,1.0288130530114856
S000007454,Select Consumer Discretionary Portfolio,4,0,0,0.04909683282131537,1.0228188500293836
S000007482,Select Retailing Portfolio,4,0,0,0.04779005765178895,1.0088120863496752
S000031157,DWS Global High Income Fund,4,0,0,0.13187467598117225,1.0320467864191714
S000040881,Schwab Fundamental Emerging Markets Equity ETF,4,0,0,0.00886236682090968,1.0623313111241321
S000045160,Multi-Asset High Income Fund,4,0,0,0.026424761101516373,1.021360391318263
S000053582,Victory RS Science & Technology Fund,4,0,0,0.017372842742769623,1.0242612052791098
S000055381,iShares ESG Aware MSCI USA ETF,4,0,0,0.005308320501139936,0.9681213248907
S000021170,Virtus KAR Small-Cap Growth Fund,3,0,0,0.0004891646442035454,1.0306628118642254
S000047503,iShares MSCI Intl Momentum Factor ETF,4,0,0,0.002219837970579076,1.0416862580269732
S000050156,Invesco S&P 500 Enhanced Value ETF,4,0,0,0.05663576532153284,1.02080101143636
S000067284,Counterpoint High Yield Trend ETF,4,0,0,0.300259428570653,1.0200411099691675
S000075425,Artisan Value Income Fund,2,0,0,0.030596732085252928,1.0090818317236077
S000007322,Templeton Foreign VIP Fund,4,0,0,0.08080238466461118,1.020324214683678
S000015656,BNY Mellon Global Stock Fund,4,0,0,0.017435339822082972,0.9968069056892338
S000020425,VanEck Gaming ETF,4,0,0,0.1597826995054812,1.0119454515345103
S000046757,Nationwide Destination 2060 Fund,4,0,0,0.01943124478646184,1.0204953031596926
S000002537,MFS International Equity Fund,4,0,0,0.006223133199881271,1.053658263869533
S000004224,GMO International Equity Fund,4,0,0,0.032069558991014414,1.0459508018667862
S000047073,AB Global Core Equity Portfolio,1,0,0,0.002305778725210282,1.0530668703349824
S000052158,Environmental Accountability Portfolio,1,0,0,0.015967165358962795,1.0202080748945281
S000001911,"BNY Mellon Stock Index Fund, Inc.",4,0,0,0.020252206922293153,1.0071361767407645
S000002972,PACE Large Co Growth Equity Investments,4,0,0,0.012311498442937444,1.0096342512333498
S000046039,State Street Target Retirement 2040 Fund,3,0,0,0.009905472305077937,1.0107605516088591
S000074626,Equitable Moderate Growth MF/ETF Portfolio,3,0,0,0.022687677694692775,1.020615848511352
S000083827,Eaton Vance Floating-Rate ETF,4,0,0,0.004151935863613621,1.0206980474920686
S000006541,BLACK OAK EMERGING TECHNOLOGY FUND,3,0,0,0.08741165364767899,
S000009041,Federated Hermes Short-Intermediate Government Fund,4,0,0,,
S000037466,U.S. Strategic Equity Fund,4,0,0,0.05135321318985714,
S000089384,Obra Defensive High Yield ETF,3,0,0,,
S000078310,JNL Multi-Manager U.S. Select Equity Fund,3,0,0,0.018261574082132217,0.9743142657392149
S000073788,Catholic Responsible Investments International Small-Cap Fund,2,0,0,0.0075565962179229215,0.9303924739023031
S000035691,Touchstone Strategic Trust-Touchstone Value Fund,1,0,0,0.019818529630120044,1.0202477810650887
S000042909,American Funds Developing World Growth & Income Fund,1,0,0,0.0004111153716727688,0.9180386542591267
S000003887,Putnam VT Research Fund,1,0,0,0.005471190776238492,1.0266217870257037
S000087954,SPDR SSGA My2033 Corporate Bond ETF,3,0,0,0.09328806332930925,1.0216749342813038
S000000634,Financial Industries Fund,1,0,0,0.008628232450115104,1.0255539768533404
S000003847,JPMorgan Equity Index Fund,3,0,0,0.003035596682517169,1.0220688787254224
S000015626,iShares Mortgage Real Estate ETF,2,0,0,0.006675448708454243,0.9954309639635727
S000016022,S&P 500 Index Fund,2,0,0,0.027093243444992164,1.0146256541939729
S000061596,GuidePath Conservative Income Fund,2,0,0,0.06307403774780096,1.0238095238095237
S000073423,ProShares Big Data Refiners ETF,3,0,0,0.09081329927623658,1.0206853003570993
S000034585,JPMorgan International Focus Fund,2,0,0,0.010433794255882102,1.0500609083272234
S000065702,Fidelity Puritan K6 Fund,3,0,0,0.00550259910989059,0.9975143444862259
S000066433,ProShares Russell U.S. Dividend Growers ETF,1,0,0,0.01568305749567264,1.020020711080428
S000025257,Direxion Daily 20+ Year Treasury Bull 3X Shares,1,0,0,0.000282582988777478,1.020152030342032
S000050655,MFS Blended Research Emerging Markets Equity Fund,2,0,0,0.0028097471084617825,1.052134857868271
S000095019,Hartford Dynamic Bond ETF,3,0,0,0.021701298761169094,1.0322073340102358
S000082572,Xtrackers US National Critical Technologies ETF,2,0,0,0.001077453898051504,1.037657265337161
S000003134,UBS Emerging Markets Equity Opportunity Fund,3,0,0,0.043427282992444645,1.0490315090455542
S000048744,DWS CROCI(R) U.S. Fund,2,0,0,0.013639608817143855,1.0227193824225445
S000064903,iShares MSCI Japan Value ETF,1,0,0,0.000475193939726131,1.0691049105205923
S000087908,Small-Cap Plus Bond Alpha Portfolio,2,0,0,0.011336947058650943,1.019215953941772
S000057617,T. Rowe Price U.S. High Yield Fund,2,0,0,0.06496973682024114,0.9415163414885083
S000005091,Nuveen Life International Equity Fund,2,0,0,0.013695233743627324,1.0487553954530597
S000080075,Aristotle High Yield Bond Fund,2,0,0,0.011917364809935438,1.0213304969440113
S000065216,Fidelity SAI International SMA Completion Fund,2,0,0,0.00797562881558976,1.0383503327774914
S000004440,VANGUARD FTSE SOCIAL INDEX FUND,1,0,0,0.0004089386511599097,1.021101789794364
S000005160,The Merger Fund VL,1,0,0,0.0012909328899706385,1.019904174573055
S000020962,ProShares Large Cap Core Plus,1,0,0,0.0009791289719021234,1.026811180832858
S000090719,E*TRADE No Fee International Index Fund,2,0,0,0.034669656383484085,1.0565290285147897
S000007083,International Equity Fund,1,0,0,0.0018643287075154585,1.0403372926685164
S000050780,ProShares S&P 500 Ex-Technology ETF,2,0,0,0.00025782875821386944,1.0238014450965705
S000068731,iShares ESG Aware 60/40 Balanced Allocation ETF,2,0,0,0.09956827391557731,1.0070394994133751
S000068732,iShares ESG Aware 80/20 Aggressive Allocation ETF,2,0,0,0.2408805149833542,1.0070394994133751
S000073712,International Growth Portfolio,1,0,0,0.004782912813883826,1.0204792339902449
S000080073,Aristotle Core Bond Fund,1,0,0,0.0013697530069765357,1.0215698217385472
S000064752,ARK Blockchain & Fintech Innovation ETF,2,0,0,0.012498688558176211,0.9867924391494486
S000075638,NVIT J.P. Morgan Innovators Fund,1,0,0,0.008260729654057962,1.0205046303028156
S000008795,Growth-Income Fund,1,0,0,0.0068128232645598,0.943581069155874
S000044870,VIP Floating Rate High Income Portfolio,1,0,0,0.001636896850390159,1.0194255417173328
S000093162,John Hancock Disciplined Value Select ETF,1,0,0,5.4931274216765986e-05,1.0254556301267712
S000068730,iShares ESG Aware 40/60 Moderate Allocation ETF,1,0,0,0.047014082603219015,1.007039499413375
S000026126,"T. Rowe Price U.S. Large-Cap Core Fund, Inc.",1,0,0,0.0014018555270221321,1.1102041797450668
S000033237,First Trust Cloud Computing ETF,1,0,0,0.0022569804581434234,0.9846172891683602
S000061303,VANGUARD U.S. MULTIFACTOR FUND,1,0,0,0.00010171323399263436,0.9616633671206842
S000052663,Harbor International Small Cap Fund,1,0,0,0.010704382790392566,1.2095655731687662
S000080057,Aristotle Short Duration Income Fund,1,0,0,0.013331399721093453,1.0200326188325266
S000084357,Invesco S&P SmallCap 600 GARP ETF,1,0,0,0.22846772061547577,
S000005372,Nuveen Core Bond Fund,4,0,0,0.007283248790036724,1.029858833316272
S000005933,Strategic Allocation: Conservative Fund,4,0,0,0.01882526344452426,1.0139861554671605
S000006515,MetLife Mid Cap Stock Index Portfolio,4,0,0,0.09900802649867975,1.022793305116928
S000034610,Mercer Emerging Markets Equity Fund,4,0,0,0.03075279986451369,1.0425886665013275
S000053101,Focused International Growth Fund,4,0,0,0.07080275171790655,1.0343890367919142
S000001006,THE CONTINENTAL SMALL COMPANY SERIES,4,0,0,0.1153190822126748,1.0525985191133613
S000006981,SPDR(R) S&P(R) Dividend ETF,4,0,0,0.03282765359120338,1.0175822715206078
S000022786,Direxion Daily Small Cap Bull 3X Shares,3,0,0,0.2342937070721617,1.0208399292078876
S000025798,ATM Mid Cap Managed Volatility Portfolio,4,0,0,0.022280929879090628,1.0280917112322674
S000046031,State Street Aggregate Bond Index Portfolio,4,0,0,0.062344089459254,1.019574224908854
S000047583,Hartford Multifactor Developed Markets (ex-US) ETF,4,0,0,0.06021285599496914,1.0337372621210357
S000066679,NVIT GS Emerging Markets Equity Insights Fund,4,0,0,0.01960991349468964,1.0287998017686526
S000007572,"VALUE LINE LARGER COMPANIES FOCUSED FUND, INC.",4,0,0,0.11926850008846542,1.0159948091923359
S000012925,Victory Capital Growth Fund,4,0,0,0.008379349611402612,1.0513134533900095
S000025792,EQ/International Managed Volatility Portfolio,4,0,0,0.06115993653258418,1.0537641122827737
S000052767,1290 Avantis U.S. Large Cap Growth Fund,3,0,0,0.0007997898714118098,1.0201435117143598
S000004351,iShares MSCI EAFE ETF,4,0,0,0.0038590973658547156,1.0291318049266782
S000004361,iShares iBoxx $ Investment Grade Corporate Bond ETF,4,0,0,0.079125102432177,1.0299242042733945
S000004453,VANGUARD INTERNATIONAL GROWTH FUND,4,0,0,0.005667058139178787,1.0241879516169006
S000005121,Fidelity Advisor Equity Growth Fund,4,0,0,0.004947747776097844,0.9859683413829181
S000009729,Federated Hermes Kaufmann Fund,4,0,0,0.011820196631391416,1.0289926448483449
S000030016,VANGUARD S&P MID-CAP 400 GROWTH INDEX FUND,4,0,0,0.002561930051956423,0.9846999987102266
S000061995,JPMorgan BetaBuilders Japan ETF,4,0,0,0.007852650612578364,1.0502465884482168
S000070378,Pacer Swan SOS Fund of Funds ETF,2,0,0,0.001898154573826042,1.0274871017576588
S000071470,DFA Global Core Plus Real Return Portfolio,4,0,0,0.02417687542295207,1.0234206761733289
S000088766,JPMorgan Flexible Income ETF,1,0,0,0.00012042681875482001,1.0524147945464386
S000003723,Telecommunications Fund,1,0,0,0.01997168296604035,1.0806762251230475
S000004330,iShares Dow Jones U.S. ETF,4,0,0,0.010778617331117298,1.0127734811038926
S000007196,Fidelity Blue Chip Value Fund,4,0,0,0.01777847762759287,1.0138982805897079
S000007718,VIP High Income Portfolio,4,0,0,0.0935481289792639,1.0280688221935343
S000018843,MFS Mid Cap Value Portfolio,2,0,0,0.00532801094481423,1.0190233216830684
S000031154,DWS High Income Fund,4,0,0,0.08090688501901386,1.0234710007877537
S000033818,Empower SecureFoundation Balanced ETF Fund,4,0,0,0.07370125287162813,1.020459210912441
S000038520,Invesco S&P 500 High Dividend Low Volatility ETF,4,0,0,0.05741469536478264,1.0207181504933052
S000000698,Clearwater Select Equity Fund,4,0,0,0.01662479062914302,1.0211363982618358
S000001348,THRIVENT MODERATELY CONSERVATIVE ALLOCATION FUND,4,0,0,0.0034728713736567676,1.0241246964831205
S000005623,VY(R) JPMORGAN EMERGING MARKETS EQUITY PORTFOLIO,4,0,0,0.03138367897270254,1.0305469084162504
S000025074,VANGUARD FTSE ALL-WORLD EX-US SMALL-CAP INDEX FUND,4,0,0,0.05875551909535039,1.0935088706157137
S000031804,First Trust Mid Cap Growth AlphaDEX Fund,4,0,0,0.06148990835430781,0.993673893476753
S000033603,BlackRock Advantage Emerging Markets Fund,4,0,0,0.002076127558405671,1.0409979684420319
S000033927,NYLI VP Natural Resources Portfolio,3,0,0,0.027162187257002396,1.017118631546191
S000037698,GuidePath Multi-Asset Income Allocation Fund,4,0,0,0.1803315824855359,1.017185688773677
